,유형,component,name,description,parameter,return,exception,sample,built since,built last
5734,event,WebSquare.uiplugin.treeview,oneditend,setEditMode API를 통해 레이블 편집모드를 활성화시킨 상태에서 편집모드가 종료된 직후에 발생하는 이벤트,"info	Object	편집하기 전의 레이블값, 편집 후의 레이블값, 편집 대상이 된 node의 index 정보를 담은 객체
<xmp  class='js sample'><Number>    info.index      :   편집 대상이 되는 node의 index
<String>    info.oldValue   :   편집 전의 label값 
<String>    info.newValue   :   편집 후의 label값</xmp>",,,,5.0_2.2692B.20170707.165017,5.0_5.4811B.20230203.095105
5735,event,WebSquare.uiplugin.treeview,onimageclick,노드의 icon을 클릭한 경우 발생한다.,"value	String	클릭된 노드의 value
node	Object	클릭된 node object (treeview의 useXML 속성을 true로 설정하면 xml로 반환됨.)
<xmp  class='js sample'><Boolean>   node.checked    :   checkbox의 check여부
<Number>    node.depth      :   노드의 depth
<Number>    node.dpethIndex :   부모 노드를 기준으로 한 index
<Number>    node.index      :   전체 노드를 기준으로 한 index
<String>    node.label      :   노드의 label
<String>    node.value      :   노드의 value
<Object>    node.parentNode :   부모 노드 객체</xmp>
index	String	클릭된 노드의 index 문자열",,,,5.0_1.2816B.20171013.201819,5.0_5.4811B.20230203.095105
5736,event,WebSquare.uiplugin.treeview,onlabelclick,노드의 label을 클릭한 경우 발생한다.,"value	String	클릭된 노드의 value
node	Object	클릭된 node object (treeview의 useXML 속성을 true로 설정하면 xml로 반환됨.)
<xmp  class='js sample'><Boolean>   node.checked    :   checkbox의 check여부
<Number>    node.depth      :   노드의 depth
<Number>    node.dpethIndex :   부모 노드를 기준으로 한 index
<Number>    node.index      :   전체 노드를 기준으로 한 index
<String>    node.label      :   노드의 label
<String>    node.value      :   노드의 value
<Object>    node.parentNode :   부모 노드 객체</xmp>
index	String	클릭된 노드의 index 문자열",,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5737,event,WebSquare.uiplugin.treeview,onlabelover,treeview label에 마우스를 올렸을때 발생하는 이벤트,"index	String	마우스를 올린 노드의 index 문자열
node	Object	클릭된 node object (treeview의 useXML 속성을 true로 설정하면 xml로 반환됨.)
<xmp  class='js sample'><Boolean>   node.checked    :   checkbox의 check여부
<Number>    node.depth      :   노드의 depth
<Number>    node.dpethIndex :   부모 노드를 기준으로 한 index
<Number>    node.index      :   전체 노드를 기준으로 한 index
<String>    node.label      :   노드의 label
<String>    node.value      :   노드의 value
<Object>    node.parentNode :   부모 노드 객체</xmp>
value	String	마우스를 올린 노드의 value 문자열",,,,5.0_2.2692B.20170707.165017,5.0_5.4811B.20230203.095105
5738,event,WebSquare.uiplugin.treeview,onrightbuttonclick,"노드의 영역에서 마우스 오른쪽 버튼이 클릭된 경우 발생한다. 노드의 영역 범위는 label, 이미지(아이콘), 체크박스까지이다.","node	Object	오른쪽버튼 클릭이 발생한 위치에 해당하는 node. 아래는 주요 정보들이다.
<xmp  class='js sample'><Boolean>   node.checked    :   checkbox의 check여부
<Number>    node.depth      :   노드의 depth
<Number>    node.dpethIndex :   부모 노드를 기준으로 한 index
<Number>    node.index      :   전체 노드를 기준으로 한 index
<String>    node.label      :   노드의 label
<String>    node.value      :   노드의 value
<Object>    node.parentNode :   부모 노드 객체</xmp>
leftPosition	Number	click 된 마우스 좌표의 left(x)값
topPosition	Number	click 된 마우스 좌표의 top(y)값",,,,2.0_1.3332B.20130827.141857,5.0_5.4811B.20230203.095105
5739,event,WebSquare.uiplugin.treeview,ontoggleclick,toggle 이미지(아이콘)이 클릭된 경우 발생한다.,"node	Object	클릭된 node object (treeview의 useXML 속성을 true로 설정하면 xml로 반환됨.)
<xmp  class='js sample'><Boolean>   node.checked    :   checkbox의 check여부
<Number>    node.depth      :   노드의 depth
<Number>    node.dpethIndex :   부모 노드를 기준으로 한 index
<Number>    node.index      :   전체 노드를 기준으로 한 index
<String>    node.label      :   노드의 label
<String>    node.value      :   노드의 value
<Object>    node.parentNode :   부모 노드 객체</xmp>
index	String	클릭된 노드의 index 문자열
isRendered	boolean	하위 노드의 렌더링 유무",,,]]></script>,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5740,event,WebSquare.uiplugin.treeview,ontooltiphide,툴팁이 사라질 때 발생,,,,,5.0_2.2692B.20170707.165017,5.0_5.4811B.20230203.095105
5741,event,WebSquare.uiplugin.treeview,ontooltipshow,툴팁이 나타날 때 발생,,,,,5.0_2.2692B.20170707.165017,5.0_5.4811B.20230203.095105
5742,event,WebSquare.uiplugin.treeview,onviewchange,키보드 또는 마우스 조작을 통해 값이 변경된 경우 발생.<br />스크립트를 통해 값이 변경된 경우에는 발생하지 않음. (native onchange 이벤트와 유사함.),"info	JSON	oldNode, newNode를 포함한 JSON을 반환한다.
<xmp  class='js sample'><JSON> info.oldNode : 이전 노드의 객체 (index, label, value, checked등의 정보를 담고 있다.) 
<JSON> info.newNode : 현재 선택된 노드의 객체 (index, label, value, checked등의 정보를 담고 있다.)</xmp>",,,"<xmp  class='js sample'><script ev:event=""onviewchange(info)"" type=""javascript""><![CDATA[
    //현재 선택 된 노드
    var tmpCurNode = info.newNode;
    //이전 노드
    var tmpOldNode = info.oldNode;
    
    //선택 된 노드의 주요 정보
    var tmpCurLabel = tmpCurNode.label; //선택 된 노드의 label
    var tmpCurValue = tmpCurNode.value; //선택 된 노드의 value
    var tmpCurChecked = tmpCurNode.checked; //선택 된 노드의 checkbox 선택 여부 (boolean값)
    
    //이전 노드의 주요 정보
    var tmpOldLabel = tmpOldNode.label; //이전 노드의 label
    var tmpOldValue = tmpOldNode.value; //이전 노드의 value
    var tmpOldChecked = tmpOldNode.checked; //이전 노드의 checkbox 선택 여부 (boolean값)
]]></script></xmp>",5.0_1.1274N.20140912.183941,5.0_5.4811B.20230203.095105
5743,property,WebSquare.uiplugin.trigger,anchorWithGroupClass,"type=""anchor""인 경우, w2group 클래스를 적용할지 여부를 설정합니다. 기본값은 false이며, true로 설정하면 적용됩니다. 

옵션 설명:
- ""true"": w2group 클래스를 적용합니다.
- ""false"" (기본값): w2group 클래스를 적용하지 않습니다.

관련 속성:
- type=""anchor""",,,,,5.0_1.2553B.20170314.104636,5.0_5.4811B.20230203.095105
5744,property,WebSquare.uiplugin.trigger,centerOffImageClass,"type=""image""인 경우, 가운데 &lt;td&gt;에 적용할 클래스입니다. <br />클래스에 이미지 url을 명시하며, 일반적으로 width 값은 제외합니다. (left class와 right class에 명시합니다.)
<xmp  class='js sample'>// (예시)
 .tmpBtnCenter{ background-image: url(/img/btn_c.png); }</xmp>",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5745,property,WebSquare.uiplugin.trigger,centerOnImageClass,"type=""image""인 경우, 마우스 오버 시 중앙 <td>에 적용할 클래스입니다. 클래스에 이미지 URL을 명시하고, 일반적인 경우 width 속성은 제외합니다. (left class와 right class에 명시)

<xmp class='js sample'>// (예제) 
 .tmpBtnCenterOn{ background-image: url(/img/btn_c_on.png); }</xmp>",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5746,property,WebSquare.uiplugin.trigger,class,"class 속성은 HTML에서 제공하는 것과 동일한 기능을 제공합니다. 여러 개의 class를 CSS 파일이나 style 블록에서 정의하고 공백으로 구분하여 적용할 수 있습니다. 엔진 내부에서는 각 컴포넌트에 지정된 class를 적용하지만, class 속성을 사용하여 컴포넌트의 CSS를 제어할 수도 있습니다.",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5747,property,WebSquare.uiplugin.trigger,disabled,"컴포넌트를 활성화 또는 비활성화할 수 있는 옵션입니다. [기본값: false, true]
<xmp class='js sample'>(옵션 설명)
 ""false"" (기본 값) : 컴포넌트를 활성화합니다.
 ""true"" : 컴포넌트를 비활성화합니다.</xmp>",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5748,property,WebSquare.uiplugin.trigger,id,"컴포넌트 ID는 전역 객체로 할당되며, 각각의 ID를 사용하여 스크립트에서 해당 컴포넌트에 접근할 수 있습니다.",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5749,property,WebSquare.uiplugin.trigger,leftOffImageClass,"type=""image""인 경우, 왼쪽 &lt;td&gt;에 적용할 클래스를 정의합니다. <br />반드시 클래스에 이미지 url과 width 속성을 정의해야 하며, center &lt;td&gt; 영역의 width를 정의하지 않을 경우에는 클래스에 정의된 width 값이 적용됩니다.
<xmp  class='js sample'>// (예제)
 .tmpBtnLeft{
    background-image: url(/img/btn_l.png);
    width:10px;
 }</xmp>",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5750,property,WebSquare.uiplugin.trigger,leftOnImageClass,"type=""image""일 때, 마우스 오버 시 왼쪽 <td>에 적용할 클래스입니다. 클래스에는 반드시 이미지 URL과 width 속성을 정의해야 합니다. (center <td> 영역의 width를 정의하지 않은 경우)<br />
<xmp class='js sample'>// 예시
.tmpBtnLeftOn {
  background-image: url(/img/btn_l_on.png);
}</xmp>",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5751,property,WebSquare.uiplugin.trigger,localeRef,"화면에 출력되는 텍스트의 키(key)입니다. 만약 해당하는 텍스트가 없을 경우 ""global_undefined""가 화면에 표시됩니다. 이는 클라이언트 다국어 적용시 사용됩니다.",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5752,property,WebSquare.uiplugin.trigger,nextTabID,Tab 키를 눌렀을 때 선택되는 컴포넌트의 ID입니다.,,,,,5.0_2.2692B.20170707.165017,5.0_5.4811B.20230203.095105
5753,property,WebSquare.uiplugin.trigger,rightOffImageClass,"type=""image""인 경우, 오른쪽 &lt;td&gt;에 적용할 클래스를 정의합니다. <br />클래스에는 이미지 url과 width 속성을 반드시 정의해야 합니다. (center &lt;td&gt; 영역의 width를 정의하지 않을 경우) <br />아래는 예제 코드입니다.
<xmp  class='js sample'>.tmpBtnRight {
  background-image: url(/img/btn_r.png);
  width: 10px;
}</xmp>",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5754,property,WebSquare.uiplugin.trigger,rightOnImageClass,"type=""image""일 때, 마우스-오버 시 오른쪽 <td>에 적용할 클래스입니다. 클래스에는 반드시 이미지 URL과 너비 속성이 정의되어야 합니다. (center <td> 영역의 너비가 정의되지 않은 경우)<br /><xmp class='js sample'>// (예제) 
 .tmpBtnRightOn{ background-image: url(/img/btn_r.png); width:10px; }</xmp>",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5755,property,WebSquare.uiplugin.trigger,tabIndex,"만약 Tab 키를 이용하여 포커스를 변경하면, 해당 컴포넌트에 포커스를 주는 순서는 HTML의 tabindex 속성과 동일합니다.",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5756,property,WebSquare.uiplugin.trigger,title,"title 속성은 HTML에서 사용되며, 마우스 오버 시 title에 저장된 값이 툴팁으로 표시됩니다. 이 속성은 일반적으로 웹 접근성을 지원하기 위해 설정됩니다.",,,,,5.0_2.3002A.20180330.154615,5.0_5.4811B.20230203.095105
5757,property,WebSquare.uiplugin.trigger,tooltip,"컴포넌트에 마우스를 올리면 나타나는 텍스트를 의미합니다. 이는 웹스퀘어에서 제공하는 툴팁으로, 컴포넌트에 대한 추가 정보를 제공합니다.",,,,,5.0_4.4755A.20221027.113344,5.0_5.4811B.20230203.095105
5758,property,WebSquare.uiplugin.trigger,tooltipLocaleRef,"만약 툴팁에 대한 문구가 정의되어 있다면, 클라이언트에서 다국어를 적용할 때 해당 문구의 key 값을 툴팁에 출력합니다. 하지만 만약 key 값에 해당하는 문구가 없다면 ""global_undefined""라는 텍스트가 화면에 표시됩니다.",,,,,5.0_4.4755A.20221027.113344,5.0_5.4811B.20230203.095105
5759,property,WebSquare.uiplugin.trigger,tooltipPositionX,"툴팁에 값이 있을 경우, X 좌표를 나타냅니다. (단위: px)",,,,,5.0_5.4811B.20230203.095105,5.0_5.4811B.20230203.095105
5760,property,WebSquare.uiplugin.trigger,tooltipPositionY,"툴팁 값이 존재할 경우, 툴팁의 Y좌표를 px 단위로 나타냅니다.",,,,,5.0_5.4811B.20230203.095105,5.0_5.4811B.20230203.095105
5761,property,WebSquare.uiplugin.trigger,type,"Trigger 표현 방식은 다음과 같습니다. [기본값: button, image, anchor]<br />
<xmp class='js sample'>(옵션 설명)
 ""button"" (기본 값) : HTML input 태그로 표현되며 type=""button""으로 구성됩니다.
 ""image"" : 최상위는 table 태그로 구성되고, left, center, right에 각각에 class 적용이 가능합니다. (본 컴포넌트의 center, left, right로 시작하는 속성을 참조하세요.)
 ""anchor"" : 최상위는 anchor 태그로 구성되고, button의 text는 span 태그로 구성됩니다.</xmp>",,,,,2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5762,property,WebSquare.uiplugin.trigger,useLocale,"선택 항목의 라벨에 표시되는 값을 클라이언트의 다국어 키를 사용하여 표현하는 다국어 기능을 사용할 수 있습니다. 이 기능을 사용하려면 ""true""로 설정하고, 사용하지 않으려면 ""false""로 설정하십시오. 자세한 내용은 다국어 설정 가이드-클라이언트 편을 참조하십시오. 

다음은 옵션 설명입니다. 

<xmp class='js sample'>
""false"" (기본값): 클라이언트의 다국어 키를 사용하지 않습니다.
""true"": 클라이언트의 다국어 키를 사용하여 다국어를 지원합니다.
</xmp>",,,,,5.0_4.4400A.20210419.094010,5.0_5.4811B.20230203.095105
5763,property,WebSquare.uiplugin.trigger,userData1,"사용자 정의 데이터 속성은 getUserData(""userData1"") API를 통해 설정한 값을 가져올 수 있습니다. 아래는 속성 값을 가져오는 예시 코드입니다. 

<xmp class='js sample'> // 속성 값 얻어오기 예시
getUserData(""userData1"");</xmp>",,,,,5.0_1.1731A.20150529.101710,5.0_5.4811B.20230203.095105
5764,property,WebSquare.uiplugin.trigger,userData2,"사용자 정의 데이터 속성은 getUserData(""userData2"") API를 사용하여 설정한 값을 가져올 수 있습니다. 아래는 속성 값을 가져오는 예시 코드입니다. 

<xmp class='js sample'> // 속성 값 얻어오기 예시
getUserData(""userData2"");</xmp>",,,,,5.0_1.1731A.20150529.101710,5.0_5.4811B.20230203.095105
5765,property,WebSquare.uiplugin.trigger,userData3,"사용자 정의 데이터 속성은 getUserData(""userData3"") API를 사용하여 설정한 값을 가져올 수 있습니다. 아래는 속성 값을 가져오는 예시 코드입니다. 

<xmp class='js sample'> // 속성 값 얻어오기 예시
getUserData(""userData3"");</xmp>",,,,,5.0_1.1731A.20150529.101710,5.0_5.4811B.20230203.095105
5766,method,WebSquare.uiplugin.trigger,addClass,웹스퀘어 컴포넌트에 CSS 클래스를 추가하세요.,className	String	Y	추가할 class의 이름,	,,"<xmp  class='js sample'>// (예제)
// input1 컴포넌트에 oddClass라는 class를 추가    
input1.addClass(""oddClass"");</xmp>",2.0_1.1984A.20120424.105444,5.0_5.4811B.20230203.095105
5767,method,WebSquare.uiplugin.trigger,bind,웹스퀘어 컴포넌트에서는 이벤트와 핸들러 함수를 동적으로 할당할 수 있습니다. (이는 모든 컴포넌트에서 공통적으로 사용됩니다.),"eventType	String	Y	할당할 이벤트
function	Function	Y	이벤트에 대한 핸들러 함수.",	,,"<xmp  class='js sample'>// (예제 1)
// input1의 onclick 이벤트에 대한 핸들러 함수를 직접 정의하여 할당. 
input1.bind(""onclick"", function(e){ alert(input1.getValue();}));

// (예제 2)
// 미리 commObj.ev_click 함수를 정의.
var commObj = {};
commObj.ev_click = function(e){
    alert(""click :: ""+this.id);
};

// input1 컴포넌트에 onclick 이벤트와 정의한 핸들러 함수를 동적으로 할당. 
input1.bind(""onclick"", commObj.ev_click );</xmp>",2.0_1.4441B.20141010.114554,5.0_5.4811B.20230203.095105
